@relation mushroom

@attribute odor {almond,anise,creosote,fishy,foul,musty,none,pungent,spicy}
@attribute spore-print-color {black,brown,buff,chocolate,green,orange,purple,white,yellow}
@attribute cap-shape {bell,conical,convex,flat, knobbed,sunken}
@attribute class {poisonous, edible}

@data
foul,white,conical,poisonous
none,white,conical,edible
spicy,white,conical,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
none,white,bell,edible
spicy,white,conical,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
none,white,conical,edible
spicy,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
none,white,conical,edible
fishy,white,convex,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,convex,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,convex,poisonous
foul,white,convex,poisonous
none,white,bell,edible
spicy,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,convex,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,convex,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,convex,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
none,white,convex,edible
foul,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,convex,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
none,white,conical,edible
foul,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
none,orange,bell,edible
foul,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
none,white,convex,edible
fishy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,convex,poisonous
none,white,conical,edible
spicy,white,conical,poisonous
spicy,white,conical,poisonous
none,white,bell,edible
fishy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
musty,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
none,yellow,convex,edible
spicy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
fishy,white,convex,poisonous
foul,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
none,orange,convex,edible
spicy,white,conical,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,convex,poisonous
foul,white,convex,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
none,white,conical,edible
fishy,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
spicy,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
none,white,convex,edible
spicy,white,convex,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,convex,poisonous
foul,white,convex,poisonous
fishy,white,convex,poisonous
none,white,convex,edible
foul,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
none,white,conical,edible
foul,white,conical,poisonous
foul,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
none,buff,convex,edible
fishy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
none,white,convex,edible
fishy,white,conical,poisonous
spicy,white,convex,poisonous
spicy,white,convex,poisonous
spicy,white,convex,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
foul,white,convex,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,convex,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
none,white,bell,edible
fishy,white,convex,poisonous
spicy,white,conical,poisonous
none,yellow,bell,edible
fishy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
spicy,white,convex,poisonous
musty,white,conical,poisonous
spicy,white,convex,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
fishy,white,convex,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
none,white,convex,edible
fishy,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
none,white,bell,edible
spicy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
none,white,conical,edible
none,orange,bell,edible
spicy,white,conical,poisonous
spicy,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
none,white,convex,edible
foul,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,convex,poisonous
fishy,white,convex,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,convex,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,convex,poisonous
none,white,convex,edible
fishy,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
none,orange,bell,edible
foul,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
musty,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
none,white,conical,edible
fishy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
foul,white,convex,poisonous
foul,white,convex,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
none,white,conical,edible
fishy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
none,yellow,convex,edible
fishy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
none,white,convex,edible
none,yellow,bell,edible
none,white,conical,edible
none,white,convex,edible
spicy,white,convex,poisonous
foul,white,conical,poisonous
none,orange,convex,edible
spicy,white,conical,poisonous
none,white,bell,poisonous
foul,white,convex,poisonous
none,white,bell,edible
foul,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
none,white,conical,edible
spicy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
none,white,bell,edible
spicy,white,conical,poisonous
fishy,white,conical,poisonous
none,brown,conical,edible
none,white,convex,edible
fishy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
none,white,bell,edible
foul,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
none,white,convex,edible
none,white,bell,edible
fishy,white,conical,poisonous
fishy,white,conical,poisonous
none,white,conical,edible
spicy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
musty,white,conical,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
none,white,convex,edible
spicy,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
none,white,conical,edible
foul,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
none,white,bell,edible
foul,white,conical,poisonous
foul,white,conical,poisonous
none,white,convex,edible
foul,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
none,white,conical,edible
foul,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,convex,poisonous
none,white,bell,edible
fishy,white,conical,poisonous
foul,white,convex,poisonous
foul,white,convex,poisonous
spicy,white,conical,poisonous
none,brown,bell,edible
none,white,conical,edible
musty,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
none,orange,conical,edible
spicy,white,conical,poisonous
spicy,white,conical,poisonous
none,white,conical,edible
none,white,convex,edible
none,orange,conical,edible
spicy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
none,white,convex,edible
none,white,conical,edible
none,white,conical,edible
foul,white,conical,poisonous
spicy,white,convex,poisonous
none,white,conical,edible
none,white,convex,edible
foul,white,conical,poisonous
none,white,bell,edible
spicy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
none,white,conical,edible
none,white,convex,edible
fishy,white,conical,poisonous
foul,white,convex,poisonous
none,white,convex,edible
none,white,conical,edible
spicy,white,conical,poisonous
none,white,conical,edible
fishy,white,conical,poisonous
fishy,white,convex,poisonous
none,buff,conical,edible
none,brown,convex,edible
spicy,white,conical,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,convex,poisonous
none,white,conical,edible
none,brown,conical,edible
musty,white,conical,poisonous
none,white,convex,edible
none,orange,convex,edible
none,buff,convex,edible
spicy,white,conical,poisonous
none,white,conical,edible
none,white,convex,edible
none,brown,conical,edible
fishy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
none,white,conical,edible
spicy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
none,white,conical,edible
none,yellow,bell,edible
foul,white,conical,poisonous
spicy,white,convex,poisonous
none,orange,bell,edible
fishy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
fishy,white,convex,poisonous
spicy,white,convex,poisonous
fishy,white,conical,poisonous
none,white,convex,edible
fishy,white,conical,poisonous
musty,white,convex,poisonous
foul,white,conical,poisonous
none,white,conical,edible
foul,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
none,white,conical,edible
foul,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
fishy,white,conical,poisonous
foul,white,convex,poisonous
none,brown,conical,edible
spicy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,convex,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,convex,poisonous
none,white,bell,edible
spicy,white,conical,poisonous
spicy,white,conical,poisonous
none,white,conical,edible
none,brown,conical,edible
musty,white,conical,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
none,white,convex,edible
foul,white,conical,poisonous
musty,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
none,white,bell,edible
fishy,white,conical,poisonous
fishy,white,convex,poisonous
foul,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
none,white,bell,edible
musty,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
none,white,convex,edible
fishy,white,conical,poisonous
fishy,white,conical,poisonous
none,white,conical,edible
spicy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,convex,poisonous
none,white,conical,edible
spicy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
none,yellow,conical,edible
fishy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
none,buff,bell,edible
none,white,conical,edible
none,brown,convex,edible
none,white,convex,edible
fishy,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
none,white,bell,edible
spicy,white,conical,poisonous
none,white,bell,edible
foul,white,convex,poisonous
foul,white,convex,poisonous
musty,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
spicy,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,convex,poisonous
none,white,conical,edible
fishy,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,convex,poisonous
none,white,bell,edible
spicy,white,convex,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
none,white,bell,edible
fishy,white,convex,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
musty,white,conical,poisonous
none,white,bell,edible
foul,white,conical,poisonous
foul,white,conical,poisonous
none,white,conical,edible
foul,white,conical,poisonous
spicy,white,convex,poisonous
none,yellow,bell,edible
foul,white,conical,poisonous
spicy,white,conical,poisonous
none,buff,convex,edible
foul,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
none,white,conical,edible
none,brown,conical,edible
none,white,bell,edible
spicy,white,conical,poisonous
none,white,bell,edible
fishy,white,conical,poisonous
spicy,white,conical,poisonous
none,yellow,convex,edible
fishy,white,convex,poisonous
foul,white,convex,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,convex,poisonous
foul,white,conical,poisonous
none,white,conical,edible
foul,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
foul,white,conical,poisonous
none,white,conical,edible
foul,white,conical,poisonous
none,white,bell,edible
fishy,white,conical,poisonous
none,white,convex,edible
none,yellow,conical,edible
foul,white,conical,poisonous
foul,white,conical,poisonous
none,white,conical,edible
fishy,white,convex,poisonous
spicy,white,conical,poisonous
none,white,convex,edible
foul,white,conical,poisonous
foul,white,conical,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
spicy,white,conical,poisonous
none,white,conical,edible
foul,white,conical,poisonous
foul,white,conical,poisonous
none,white,convex,edible
none,yellow,conical,edible
none,white,conical,edible
spicy,white,convex,poisonous
foul,white,conical,poisonous
spicy,white,conical,poisonous
none,white,convex,edible
spicy,white,conical,poisonous
none,yellow,conical,edible
none,white,conical,edible
musty,white,conical,poisonous
none,white,bell,edible
fishy,white,conical,poisonous
none,buff,bell,edible
none,white,bell,edible
none,yellow,conical,edible
none,white,bell,edible
foul,white,conical,poisonous
fishy,white,conical,poisonous
none,orange,conical,edible
fishy,white,conical,poisonous
fishy,white,conical,poisonous
fishy,white,conical,poisonous
spicy,white,conical,poisonous
none,yellow,bell,edible
none,white,conical,edible
none,orange,bell,edible
spicy,white,conical,poisonous
spicy,white,conical,poisonous
fishy,white,conical,poisonous
